question_id,question__title,Difficulity,title_slug
576,Out of Boundary Paths,2,out-of-boundary-paths
577,Employee Bonus,1,employee-bonus
578,Get Highest Answer Rate Question,2,get-highest-answer-rate-question
579,Find Cumulative Salary of an Employee,3,find-cumulative-salary-of-an-employee
580,Count Student Number in Departments,2,count-student-number-in-departments
581,Shortest Unsorted Continuous Subarray,2,shortest-unsorted-continuous-subarray
582,Kill Process,2,kill-process
583,Delete Operation for Two Strings,2,delete-operation-for-two-strings
584,Find Customer Referee,1,find-customer-referee
585,Investments in 2016,2,investments-in-2016
586,Customer Placing the Largest Number of Orders,1,customer-placing-the-largest-number-of-orders
587,Erect the Fence,3,erect-the-fence
588,Design In-Memory File System,3,design-in-memory-file-system
591,Tag Validator,3,tag-validator
592,Fraction Addition and Subtraction,2,fraction-addition-and-subtraction
593,Valid Square,2,valid-square
594,Longest Harmonious Subsequence,1,longest-harmonious-subsequence
595,Big Countries,1,big-countries
596,Classes More Than 5 Students,1,classes-more-than-5-students
597,Friend Requests I: Overall Acceptance Rate,1,friend-requests-i-overall-acceptance-rate
598,Range Addition II,1,range-addition-ii
599,Minimum Index Sum of Two Lists,1,minimum-index-sum-of-two-lists
600,Non-negative Integers without Consecutive Ones,3,non-negative-integers-without-consecutive-ones
601,Human Traffic of Stadium,3,human-traffic-of-stadium
602,Friend Requests II: Who Has the Most Friends,2,friend-requests-ii-who-has-the-most-friends
603,Consecutive Available Seats,1,consecutive-available-seats
604,Design Compressed String Iterator,1,design-compressed-string-iterator
605,Can Place Flowers,1,can-place-flowers
606,Construct String from Binary Tree,1,construct-string-from-binary-tree
607,Sales Person,1,sales-person
608,Tree Node,2,tree-node
609,Find Duplicate File in System,2,find-duplicate-file-in-system
610,Triangle Judgement,1,triangle-judgement
611,Valid Triangle Number,2,valid-triangle-number
612,Shortest Distance in a Plane,2,shortest-distance-in-a-plane
613,Shortest Distance in a Line,1,shortest-distance-in-a-line
614,Second Degree Follower,2,second-degree-follower
615,Average Salary: Departments VS Company,3,average-salary-departments-vs-company
616,Add Bold Tag in String,2,add-bold-tag-in-string
617,Merge Two Binary Trees,1,merge-two-binary-trees
618,Students Report By Geography,3,students-report-by-geography
619,Biggest Single Number,1,biggest-single-number
620,Not Boring Movies,1,not-boring-movies
621,Task Scheduler,2,task-scheduler
623,Add One Row to Tree,2,add-one-row-to-tree
624,Maximum Distance in Arrays,2,maximum-distance-in-arrays
625,Minimum Factorization,2,minimum-factorization
626,Exchange Seats,2,exchange-seats
627,Swap Salary,1,swap-salary
628,Maximum Product of Three Numbers,1,maximum-product-of-three-numbers
629,K Inverse Pairs Array,3,k-inverse-pairs-array
630,Course Schedule III,3,course-schedule-iii
631,Design Excel Sum Formula,3,design-excel-sum-formula
632,Smallest Range Covering Elements from K Lists,3,smallest-range-covering-elements-from-k-lists
633,Sum of Square Numbers,2,sum-of-square-numbers
634,Find the Derangement of An Array,2,find-the-derangement-of-an-array
635,Design Log Storage System,2,design-log-storage-system
636,Exclusive Time of Functions,2,exclusive-time-of-functions
637,Average of Levels in Binary Tree,1,average-of-levels-in-binary-tree
638,Shopping Offers,2,shopping-offers
639,Decode Ways II,3,decode-ways-ii
640,Solve the Equation,2,solve-the-equation
642,Design Search Autocomplete System,3,design-search-autocomplete-system
643,Maximum Average Subarray I,1,maximum-average-subarray-i
644,Maximum Average Subarray II,3,maximum-average-subarray-ii
645,Set Mismatch,1,set-mismatch
646,Maximum Length of Pair Chain,2,maximum-length-of-pair-chain
647,Palindromic Substrings,2,palindromic-substrings
648,Replace Words,2,replace-words
649,Dota2 Senate,2,dota2-senate
650,2 Keys Keyboard,2,2-keys-keyboard
651,4 Keys Keyboard,2,4-keys-keyboard
652,Find Duplicate Subtrees,2,find-duplicate-subtrees
653,Two Sum IV - Input is a BST,1,two-sum-iv-input-is-a-bst
654,Maximum Binary Tree,2,maximum-binary-tree
655,Print Binary Tree,2,print-binary-tree
656,Coin Path,3,coin-path
657,Robot Return to Origin,1,robot-return-to-origin
658,Find K Closest Elements,2,find-k-closest-elements
659,Split Array into Consecutive Subsequences,2,split-array-into-consecutive-subsequences
660,Remove 9,3,remove-9
661,Image Smoother,1,image-smoother
662,Maximum Width of Binary Tree,2,maximum-width-of-binary-tree
663,Equal Tree Partition,2,equal-tree-partition
664,Strange Printer,3,strange-printer
665,Non-decreasing Array,2,non-decreasing-array
666,Path Sum IV,2,path-sum-iv
667,Beautiful Arrangement II,2,beautiful-arrangement-ii
668,Kth Smallest Number in Multiplication Table,3,kth-smallest-number-in-multiplication-table
669,Trim a Binary Search Tree,2,trim-a-binary-search-tree
670,Maximum Swap,2,maximum-swap
671,Second Minimum Node In a Binary Tree,1,second-minimum-node-in-a-binary-tree
672,Bulb Switcher II,2,bulb-switcher-ii
673,Number of Longest Increasing Subsequence,2,number-of-longest-increasing-subsequence
674,Longest Continuous Increasing Subsequence,1,longest-continuous-increasing-subsequence
675,Cut Off Trees for Golf Event,3,cut-off-trees-for-golf-event
676,Implement Magic Dictionary,2,implement-magic-dictionary
677,Map Sum Pairs,2,map-sum-pairs
678,Valid Parenthesis String,2,valid-parenthesis-string
679,24 Game,3,24-game
680,Valid Palindrome II,1,valid-palindrome-ii
681,Next Closest Time,2,next-closest-time
682,Baseball Game,1,baseball-game
683,K Empty Slots,3,k-empty-slots
684,Redundant Connection,2,redundant-connection
685,Redundant Connection II,3,redundant-connection-ii
686,Repeated String Match,2,repeated-string-match
687,Longest Univalue Path,2,longest-univalue-path
688,Knight Probability in Chessboard,2,knight-probability-in-chessboard
689,Maximum Sum of 3 Non-Overlapping Subarrays,3,maximum-sum-of-3-non-overlapping-subarrays
690,Employee Importance,2,employee-importance
691,Stickers to Spell Word,3,stickers-to-spell-word
692,Top K Frequent Words,2,top-k-frequent-words
693,Binary Number with Alternating Bits,1,binary-number-with-alternating-bits
694,Number of Distinct Islands,2,number-of-distinct-islands
695,Max Area of Island,2,max-area-of-island
696,Count Binary Substrings,1,count-binary-substrings
697,Degree of an Array,1,degree-of-an-array
698,Partition to K Equal Sum Subsets,2,partition-to-k-equal-sum-subsets
699,Falling Squares,3,falling-squares
711,Number of Distinct Islands II,3,number-of-distinct-islands-ii
712,Minimum ASCII Delete Sum for Two Strings,2,minimum-ascii-delete-sum-for-two-strings
713,Subarray Product Less Than K,2,subarray-product-less-than-k
714,Best Time to Buy and Sell Stock with Transaction Fee,2,best-time-to-buy-and-sell-stock-with-transaction-fee
715,Range Module,3,range-module
716,Max Stack,3,max-stack
717,1-bit and 2-bit Characters,1,1-bit-and-2-bit-characters
718,Maximum Length of Repeated Subarray,2,maximum-length-of-repeated-subarray
719,Find K-th Smallest Pair Distance,3,find-k-th-smallest-pair-distance
720,Longest Word in Dictionary,2,longest-word-in-dictionary
721,Accounts Merge,2,accounts-merge
722,Remove Comments,2,remove-comments
723,Candy Crush,2,candy-crush
724,Find Pivot Index,1,find-pivot-index
725,Split Linked List in Parts,2,split-linked-list-in-parts
726,Number of Atoms,3,number-of-atoms
727,Minimum Window Subsequence,3,minimum-window-subsequence
728,Self Dividing Numbers,1,self-dividing-numbers
729,My Calendar I,2,my-calendar-i
730,Count Different Palindromic Subsequences,3,count-different-palindromic-subsequences
731,My Calendar II,2,my-calendar-ii
732,My Calendar III,3,my-calendar-iii
733,Flood Fill,1,flood-fill
734,Sentence Similarity,1,sentence-similarity
735,Asteroid Collision,2,asteroid-collision
736,Parse Lisp Expression,3,parse-lisp-expression
737,Sentence Similarity II,2,sentence-similarity-ii
738,Monotone Increasing Digits,2,monotone-increasing-digits
739,Daily Temperatures,2,daily-temperatures
740,Delete and Earn,2,delete-and-earn
741,Cherry Pickup,3,cherry-pickup
742,To Lower Case,1,to-lower-case
743,Closest Leaf in a Binary Tree,2,closest-leaf-in-a-binary-tree
744,Network Delay Time,2,network-delay-time
745,Find Smallest Letter Greater Than Target,1,find-smallest-letter-greater-than-target
746,Prefix and Suffix Search,3,prefix-and-suffix-search
747,Min Cost Climbing Stairs,1,min-cost-climbing-stairs
748,Largest Number At Least Twice of Others,1,largest-number-at-least-twice-of-others
749,Shortest Completing Word,1,shortest-completing-word
750,Contain Virus,3,contain-virus
751,Number Of Corner Rectangles,2,number-of-corner-rectangles
752,IP to CIDR,2,ip-to-cidr
753,Open the Lock,2,open-the-lock
754,Cracking the Safe,3,cracking-the-safe
755,Reach a Number,2,reach-a-number
756,Pour Water,2,pour-water
757,Pyramid Transition Matrix,2,pyramid-transition-matrix
758,Convert Binary Search Tree to Sorted Doubly Linked List,2,convert-binary-search-tree-to-sorted-doubly-linked-list
759,Set Intersection Size At Least Two,3,set-intersection-size-at-least-two
760,Bold Words in String,2,bold-words-in-string
761,Employee Free Time,3,employee-free-time
762,Find Anagram Mappings,1,find-anagram-mappings
763,Special Binary String,3,special-binary-string
764,N-ary Tree Level Order Traversal,2,n-ary-tree-level-order-traversal
765,Serialize and Deserialize N-ary Tree,3,serialize-and-deserialize-n-ary-tree
766,Flatten a Multilevel Doubly Linked List,2,flatten-a-multilevel-doubly-linked-list
767,Prime Number of Set Bits in Binary Representation,1,prime-number-of-set-bits-in-binary-representation
768,Partition Labels,2,partition-labels
769,Largest Plus Sign,2,largest-plus-sign
770,Couples Holding Hands,3,couples-holding-hands
771,Encode N-ary Tree to Binary Tree,3,encode-n-ary-tree-to-binary-tree
772,Construct Quad Tree,2,construct-quad-tree
773,Logical OR of Two Binary Grids Represented as Quad-Trees,2,logical-or-of-two-binary-grids-represented-as-quad-trees
774,Maximum Depth of N-ary Tree,1,maximum-depth-of-n-ary-tree
775,N-ary Tree Preorder Traversal,1,n-ary-tree-preorder-traversal
776,N-ary Tree Postorder Traversal,1,n-ary-tree-postorder-traversal
777,Toeplitz Matrix,1,toeplitz-matrix
778,Reorganize String,2,reorganize-string
779,Max Chunks To Make Sorted II,3,max-chunks-to-make-sorted-ii
780,Max Chunks To Make Sorted,2,max-chunks-to-make-sorted
781,Basic Calculator IV,3,basic-calculator-iv
782,Jewels and Stones,1,jewels-and-stones
783,Search in a Binary Search Tree,1,search-in-a-binary-search-tree
784,Insert into a Binary Search Tree,2,insert-into-a-binary-search-tree
785,Basic Calculator III,3,basic-calculator-iii
786,Search in a Sorted Array of Unknown Size,2,search-in-a-sorted-array-of-unknown-size
787,Sliding Puzzle,3,sliding-puzzle
788,Minimize Max Distance to Gas Station,3,minimize-max-distance-to-gas-station
789,Kth Largest Element in a Stream,1,kth-largest-element-in-a-stream
790,Global and Local Inversions,2,global-and-local-inversions
791,Split BST,2,split-bst
792,Binary Search,1,binary-search
793,Swap Adjacent in LR String,2,swap-adjacent-in-lr-string
794,Swim in Rising Water,3,swim-in-rising-water
795,K-th Symbol in Grammar,2,k-th-symbol-in-grammar
796,Reaching Points,3,reaching-points
797,Rabbits in Forest,2,rabbits-in-forest
798,Transform to Chessboard,3,transform-to-chessboard
799,Minimum Distance Between BST Nodes,1,minimum-distance-between-bst-nodes
800,Letter Case Permutation,2,letter-case-permutation
801,Is Graph Bipartite?,2,is-graph-bipartite
802,K-th Smallest Prime Fraction,2,k-th-smallest-prime-fraction
803,Cheapest Flights Within K Stops,2,cheapest-flights-within-k-stops
804,Rotated Digits,2,rotated-digits
805,Escape The Ghosts,2,escape-the-ghosts
806,Domino and Tromino Tiling,2,domino-and-tromino-tiling
807,Custom Sort String,2,custom-sort-string
808,Number of Matching Subsequences,2,number-of-matching-subsequences
809,Preimage Size of Factorial Zeroes Function,3,preimage-size-of-factorial-zeroes-function
810,Valid Tic-Tac-Toe State,2,valid-tic-tac-toe-state
811,Number of Subarrays with Bounded Maximum,2,number-of-subarrays-with-bounded-maximum
812,Rotate String,1,rotate-string
813,All Paths From Source to Target,2,all-paths-from-source-to-target
814,Smallest Rotation with Highest Score,3,smallest-rotation-with-highest-score
815,Champagne Tower,2,champagne-tower
816,Design HashSet,1,design-hashset
817,Design HashMap,1,design-hashmap
818,Similar RGB Color,1,similar-rgb-color
819,Minimum Swaps To Make Sequences Increasing,3,minimum-swaps-to-make-sequences-increasing
820,Find Eventual Safe States,2,find-eventual-safe-states
821,Bricks Falling When Hit,3,bricks-falling-when-hit
822,Unique Morse Code Words,1,unique-morse-code-words
823,Split Array With Same Average,3,split-array-with-same-average
824,Number of Lines To Write String,1,number-of-lines-to-write-string
825,Max Increase to Keep City Skyline,2,max-increase-to-keep-city-skyline
826,Soup Servings,2,soup-servings
827,Expressive Words,2,expressive-words
828,Chalkboard XOR Game,3,chalkboard-xor-game
829,Subdomain Visit Count,2,subdomain-visit-count
830,Largest Triangle Area,1,largest-triangle-area
831,Largest Sum of Averages,2,largest-sum-of-averages
832,Binary Tree Pruning,2,binary-tree-pruning
833,Bus Routes,3,bus-routes
834,Ambiguous Coordinates,2,ambiguous-coordinates
835,Linked List Components,2,linked-list-components
836,Race Car,3,race-car
837,Most Common Word,1,most-common-word
838,Design Linked List,2,design-linked-list
839,Short Encoding of Words,2,short-encoding-of-words
841,Shortest Distance to a Character,1,shortest-distance-to-a-character
842,Card Flipping Game,2,card-flipping-game
843,Binary Trees With Factors,2,binary-trees-with-factors
850,Insert into a Sorted Circular Linked List,2,insert-into-a-sorted-circular-linked-list
851,Goat Latin,1,goat-latin
852,Friends Of Appropriate Ages,2,friends-of-appropriate-ages
853,Most Profit Assigning Work,2,most-profit-assigning-work
854,Making A Large Island,3,making-a-large-island
855,Count Unique Characters of All Substrings of a Given String,3,count-unique-characters-of-all-substrings-of-a-given-string
856,Consecutive Numbers Sum,3,consecutive-numbers-sum
857,Positions of Large Groups,1,positions-of-large-groups
858,Masking Personal Information,2,masking-personal-information
859,Design Circular Deque,2,design-circular-deque
860,Design Circular Queue,2,design-circular-queue
861,Flipping an Image,1,flipping-an-image
862,Find And Replace in String,2,find-and-replace-in-string
863,Sum of Distances in Tree,3,sum-of-distances-in-tree
864,Image Overlap,2,image-overlap
865,Robot Room Cleaner,3,robot-room-cleaner
866,Rectangle Overlap,1,rectangle-overlap
867,New 21 Game,2,new-21-game
868,Push Dominoes,2,push-dominoes
869,Similar String Groups,3,similar-string-groups
870,Magic Squares In Grid,2,magic-squares-in-grid
871,Keys and Rooms,2,keys-and-rooms
872,Split Array into Fibonacci Sequence,2,split-array-into-fibonacci-sequence
873,Guess the Word,3,guess-the-word
874,Backspace String Compare,1,backspace-string-compare
875,Longest Mountain in Array,2,longest-mountain-in-array
876,Hand of Straights,2,hand-of-straights
877,Shortest Path Visiting All Nodes,3,shortest-path-visiting-all-nodes
878,Shifting Letters,2,shifting-letters
879,Maximize Distance to Closest Person,2,maximize-distance-to-closest-person
880,Rectangle Area II,3,rectangle-area-ii
881,Loud and Rich,2,loud-and-rich
882,Peak Index in a Mountain Array,2,peak-index-in-a-mountain-array
883,Car Fleet,2,car-fleet
884,K-Similar Strings,3,k-similar-strings
885,Exam Room,2,exam-room
886,Score of Parentheses,2,score-of-parentheses
887,Minimum Cost to Hire K Workers,3,minimum-cost-to-hire-k-workers
888,Mirror Reflection,2,mirror-reflection
889,Buddy Strings,1,buddy-strings
890,Lemonade Change,1,lemonade-change
891,Score After Flipping Matrix,2,score-after-flipping-matrix
892,Shortest Subarray with Sum at Least K,3,shortest-subarray-with-sum-at-least-k
